STATION,STATION_NAME,ELEVATION,LATITUDE,LONGITUDE,DATE,HPCP
COOP:047891,SANTA ANA RIVER PH 3 CA US,604.7,34.10167,-117.10611,20090101 00:00,25399.75
COOP:047891,SANTA ANA RIVER PH 3 CA US,604.7,34.10167,-117.10611,20090101 01:00,25399.75
COOP:047891,SANTA ANA RIVER PH 3 CA US,604.7,34.10167,-117.10611,20090201 00:00,25399.75
COOP:047891,SANTA ANA RIVER PH 3 CA US,604.7,34.10167,-117.10611,20090201 01:00,25399.75
COOP:047891,SANTA ANA RIVER PH 3 CA US,604.7,34.10167,-117.10611,20090301 00:00,25399.75
COOP:047891,SANTA ANA RIVER PH 3 CA US,604.7,34.10167,-117.10611,20090301 01:00,25399.75
COOP:047891,SANTA ANA RIVER PH 3 CA US,604.7,34.10167,-117.10611,20090401 00:00,25399.75
COOP:047891,SANTA ANA RIVER PH 3 CA US,604.7,34.10167,-117.10611,20090401 01:00,25399.75
COOP:047891,SANTA ANA RIVER PH 3 CA US,604.7,34.10167,-117.10611,20090501 00:00,25399.75
COOP:047891,SANTA ANA RIVER PH 3 CA US,604.7,34.10167,-117.10611,20090501 01:00,25399.75
COOP:047891,SANTA ANA RIVER PH 3 CA US,604.7,34.10167,-117.10611,20090601 00:00,25399.75
COOP:047891,SANTA ANA RIVER PH 3 CA US,604.7,34.10167,-117.10611,20090601 01:00,25399.75
COOP:047891,SANTA ANA RIVER PH 3 CA US,604.7,34.10167,-117.10611,20090701 00:00,25399.75
COOP:047891,SANTA ANA RIVER PH 3 CA US,604.7,34.10167,-117.10611,20090701 01:00,25399.75
COOP:047891,SANTA ANA RIVER PH 3 CA US,604.7,34.10167,-117.10611,20090801 00:00,25399.75
COOP:047891,SANTA ANA RIVER PH 3 CA US,604.7,34.10167,-117.10611,20090801 01:00,25399.75
COOP:047891,SANTA ANA RIVER PH 3 CA US,604.7,34.10167,-117.10611,20090901 00:00,25399.75
COOP:047891,SANTA ANA RIVER PH 3 CA US,604.7,34.10167,-117.10611,20090901 01:00,25399.75
COOP:047891,SANTA ANA RIVER PH 3 CA US,604.7,34.10167,-117.10611,20091001 00:00,25399.75
COOP:047891,SANTA ANA RIVER PH 3 CA US,604.7,34.10167,-117.10611,20091001 01:00,25399.75
COOP:047891,SANTA ANA RIVER PH 3 CA US,604.7,34.10167,-117.10611,20091101 00:00,25399.75
COOP:047891,SANTA ANA RIVER PH 3 CA US,604.7,34.10167,-117.10611,20091101 01:00,25399.75
COOP:047891,SANTA ANA RIVER PH 3 CA US,604.7,34.10167,-117.10611,20091201 00:00,25399.75
COOP:047891,SANTA ANA RIVER PH 3 CA US,604.7,34.10167,-117.10611,20091201 01:00,25399.75
COOP:047891,SANTA ANA RIVER PH 3 CA US,604.7,34.10167,-117.10611,20100101 00:00,25399.75
COOP:047891,SANTA ANA RIVER PH 3 CA US,604.7,34.10167,-117.10611,20100101 01:00,25399.75
COOP:047891,SANTA ANA RIVER PH 3 CA US,604.7,34.10167,-117.10611,20100201 00:00,25399.75
COOP:047891,SANTA ANA RIVER PH 3 CA US,604.7,34.10167,-117.10611,20100201 01:00,25399.75
COOP:047891,SANTA ANA RIVER PH 3 CA US,604.7,34.10167,-117.10611,20100301 00:00,25399.75
COOP:047891,SANTA ANA RIVER PH 3 CA US,604.7,34.10167,-117.10611,20100301 01:00,25399.75
COOP:047891,SANTA ANA RIVER PH 3 CA US,604.7,34.10167,-117.10611,20100401 00:00,25399.75
COOP:047891,SANTA ANA RIVER PH 3 CA US,604.7,34.10167,-117.10611,20100401 01:00,25399.75
COOP:047891,SANTA ANA RIVER PH 3 CA US,604.7,34.10167,-117.10611,20100501 00:00,25399.75
COOP:047891,SANTA ANA RIVER PH 3 CA US,604.7,34.10167,-117.10611,20100501 01:00,25399.75
COOP:047891,SANTA ANA RIVER PH 3 CA US,604.7,34.10167,-117.10611,20100601 00:00,25399.75
COOP:047891,SANTA ANA RIVER PH 3 CA US,604.7,34.10167,-117.10611,20100601 01:00,25399.75
COOP:047891,SANTA ANA RIVER PH 3 CA US,604.7,34.10167,-117.10611,20100701 00:00,25399.75
COOP:047891,SANTA ANA RIVER PH 3 CA US,604.7,34.10167,-117.10611,20100701 01:00,25399.75
COOP:047891,SANTA ANA RIVER PH 3 CA US,604.7,34.10167,-117.10611,20100801 00:00,25399.75
COOP:047891,SANTA ANA RIVER PH 3 CA US,604.7,34.10167,-117.10611,20100801 01:00,25399.75
COOP:047891,SANTA ANA RIVER PH 3 CA US,604.7,34.10167,-117.10611,20100901 00:00,25399.75
COOP:047891,SANTA ANA RIVER PH 3 CA US,604.7,34.10167,-117.10611,20100901 01:00,25399.75
COOP:047891,SANTA ANA RIVER PH 3 CA US,604.7,34.10167,-117.10611,20101001 00:00,25399.75
COOP:047891,SANTA ANA RIVER PH 3 CA US,604.7,34.10167,-117.10611,20101001 01:00,25399.75
COOP:047891,SANTA ANA RIVER PH 3 CA US,604.7,34.10167,-117.10611,20101101 00:00,25399.75
COOP:047891,SANTA ANA RIVER PH 3 CA US,604.7,34.10167,-117.10611,20101101 01:00,25399.75
COOP:047891,SANTA ANA RIVER PH 3 CA US,604.7,34.1016,-117.1061,20101201 00:00,25399.75
COOP:047891,SANTA ANA RIVER PH 3 CA US,604.7,34.1016,-117.1061,20101201 01:00,25399.75
COOP:047891,SANTA ANA RIVER PH 3 CA US,604.7,34.1016,-117.1061,20110101 00:00,25399.75
COOP:047891,SANTA ANA RIVER PH 3 CA US,604.7,34.1016,-117.1061,20110101 01:00,25399.75
COOP:047891,SANTA ANA RIVER PH 3 CA US,604.7,34.1016,-117.1061,20110201 00:00,25399.75
COOP:047891,SANTA ANA RIVER PH 3 CA US,604.7,34.1016,-117.1061,20110201 01:00,25399.75
COOP:047891,SANTA ANA RIVER PH 3 CA US,604.7,34.1016,-117.1061,20110301 00:00,25399.75
COOP:047891,SANTA ANA RIVER PH 3 CA US,604.7,34.1016,-117.1061,20110301 01:00,25399.75
COOP:047891,SANTA ANA RIVER PH 3 CA US,604.7,34.1016,-117.1061,20110401 00:00,25399.75
COOP:047891,SANTA ANA RIVER PH 3 CA US,604.7,34.1016,-117.1061,20110401 01:00,25399.75
COOP:047891,SANTA ANA RIVER PH 3 CA US,604.7,34.1016,-117.1061,20110501 00:00,25399.75
COOP:047891,SANTA ANA RIVER PH 3 CA US,604.7,34.1016,-117.1061,20110501 01:00,25399.75
COOP:047891,SANTA ANA RIVER PH 3 CA US,604.7,34.1016,-117.1061,20110601 00:00,25399.75
COOP:047891,SANTA ANA RIVER PH 3 CA US,604.7,34.1016,-117.1061,20110601 01:00,25399.75
COOP:047891,SANTA ANA RIVER PH 3 CA US,604.7,34.1016,-117.1061,20110701 00:00,25399.75
COOP:047891,SANTA ANA RIVER PH 3 CA US,604.7,34.1016,-117.1061,20110701 01:00,25399.75
COOP:047891,SANTA ANA RIVER PH 3 CA US,604.7,34.1016,-117.1061,20110801 00:00,25399.75
COOP:047891,SANTA ANA RIVER PH 3 CA US,604.7,34.1016,-117.1061,20110801 01:00,25399.75
COOP:047891,SANTA ANA RIVER PH 3 CA US,604.7,34.1016,-117.1061,20110901 00:00,25399.75
COOP:047891,SANTA ANA RIVER PH 3 CA US,604.7,34.1016,-117.1061,20110901 01:00,25399.75
COOP:047891,SANTA ANA RIVER PH 3 CA US,604.7,34.1016,-117.1061,20111001 00:00,25399.75
COOP:047891,SANTA ANA RIVER PH 3 CA US,604.7,34.1016,-117.1061,20111001 01:00,25399.75
COOP:047891,SANTA ANA RIVER PH 3 CA US,604.7,34.1016,-117.1061,20111101 00:00,25399.75
COOP:047891,SANTA ANA RIVER PH 3 CA US,604.7,34.1016,-117.1061,20111101 01:00,25399.75
COOP:047891,SANTA ANA RIVER PH 3 CA US,604.7,34.1016,-117.1061,20111201 00:00,25399.75
COOP:047891,SANTA ANA RIVER PH 3 CA US,604.7,34.1016,-117.1061,20111201 01:00,25399.75
COOP:047891,SANTA ANA RIVER PH 3 CA US,604.7,34.1016,-117.1061,20120101 00:00,25399.75
COOP:047891,SANTA ANA RIVER PH 3 CA US,604.7,34.1016,-117.1061,20120101 01:00,25399.75
COOP:047891,SANTA ANA RIVER PH 3 CA US,604.7,34.1016,-117.1061,20120201 00:00,25399.75
COOP:047891,SANTA ANA RIVER PH 3 CA US,604.7,34.1016,-117.1061,20120201 01:00,25399.75
COOP:047891,SANTA ANA RIVER PH 3 CA US,604.7,34.1016,-117.1061,20120301 00:00,25399.75
COOP:047891,SANTA ANA RIVER PH 3 CA US,604.7,34.1016,-117.1061,20120301 01:00,25399.75
COOP:047891,SANTA ANA RIVER PH 3 CA US,604.7,34.1016,-117.1061,20120401 00:00,25399.75
COOP:047891,SANTA ANA RIVER PH 3 CA US,604.7,34.1016,-117.1061,20120401 01:00,25399.75
COOP:047891,SANTA ANA RIVER PH 3 CA US,604.7,34.1016,-117.1061,20120501 00:00,25399.75
COOP:047891,SANTA ANA RIVER PH 3 CA US,604.7,34.1016,-117.1061,20120501 01:00,25399.75
COOP:047891,SANTA ANA RIVER PH 3 CA US,604.7,34.1016,-117.1061,20120601 00:00,25399.75
