STATION,STATION_NAME,ELEVATION,LATITUDE,LONGITUDE,DATE,HPCP
COOP:046162,NEWHALL S FC32CE CA US,378.9,34.3869,-118.5341,20090101 01:00,0.00
COOP:046162,NEWHALL S FC32CE CA US,378.9,34.3869,-118.5341,20090122 09:00,1.02
COOP:046162,NEWHALL S FC32CE CA US,378.9,34.3869,-118.5341,20090123 04:00,1.02
COOP:046162,NEWHALL S FC32CE CA US,378.9,34.3869,-118.5341,20090123 05:00,3.05
COOP:046162,NEWHALL S FC32CE CA US,378.9,34.3869,-118.5341,20090123 07:00,1.02
COOP:046162,NEWHALL S FC32CE CA US,378.9,34.3869,-118.5341,20090123 17:00,1.02
COOP:046162,NEWHALL S FC32CE CA US,378.9,34.3869,-118.5341,20090123 18:00,1.02
COOP:046162,NEWHALL S FC32CE CA US,378.9,34.3869,-118.5341,20090124 11:00,1.02
COOP:046162,NEWHALL S FC32CE CA US,378.9,34.3869,-118.5341,20090201 01:00,0.00
COOP:046162,NEWHALL S FC32CE CA US,378.9,34.3869,-118.5341,20090205 13:00,1.02
COOP:046162,NEWHALL S FC32CE CA US,378.9,34.3869,-118.5341,20090205 15:00,4.06
COOP:046162,NEWHALL S FC32CE CA US,378.9,34.3869,-118.5341,20090205 16:00,4.06
COOP:046162,NEWHALL S FC32CE CA US,378.9,34.3869,-118.5341,20090205 17:00,4.06
COOP:046162,NEWHALL S FC32CE CA US,378.9,34.3869,-118.5341,20090205 18:00,4.06
COOP:046162,NEWHALL S FC32CE CA US,378.9,34.3869,-118.5341,20090205 20:00,1.02
COOP:046162,NEWHALL S FC32CE CA US,378.9,34.3869,-118.5341,20090205 21:00,1.02
COOP:046162,NEWHALL S FC32CE CA US,378.9,34.3869,-118.5341,20090205 22:00,1.02
COOP:046162,NEWHALL S FC32CE CA US,378.9,34.3869,-118.5341,20090205 23:00,1.02
COOP:046162,NEWHALL S FC32CE CA US,378.9,34.3869,-118.5341,20090206 00:00,2.03
COOP:046162,NEWHALL S FC32CE CA US,378.9,34.3869,-118.5341,20090206 01:00,4.06
COOP:046162,NEWHALL S FC32CE CA US,378.9,34.3869,-118.5341,20090206 02:00,1.02
COOP:046162,NEWHALL S FC32CE CA US,378.9,34.3869,-118.5341,20090206 03:00,1.02
COOP:046162,NEWHALL S FC32CE CA US,378.9,34.3869,-118.5341,20090206 04:00,1.02
COOP:046162,NEWHALL S FC32CE CA US,378.9,34.3869,-118.5341,20090206 05:00,1.02
COOP:046162,NEWHALL S FC32CE CA US,378.9,34.3869,-118.5341,20090206 07:00,3.05
COOP:046162,NEWHALL S FC32CE CA US,378.9,34.3869,-118.5341,20090206 09:00,1.02
COOP:046162,NEWHALL S FC32CE CA US,378.9,34.3869,-118.5341,20090206 12:00,1.02
COOP:046162,NEWHALL S FC32CE CA US,378.9,34.3869,-118.5341,20090206 16:00,1.02
COOP:046162,NEWHALL S FC32CE CA US,378.9,34.3869,-118.5341,20090206 17:00,4.83
COOP:046162,NEWHALL S FC32CE CA US,378.9,34.3869,-118.5341,20090206 18:00,3.05
COOP:046162,NEWHALL S FC32CE CA US,378.9,34.3869,-118.5341,20090206 20:00,2.03
COOP:046162,NEWHALL S FC32CE CA US,378.9,34.3869,-118.5341,20090207 03:00,1.02
COOP:046162,NEWHALL S FC32CE CA US,378.9,34.3869,-118.5341,20090207 04:00,4.06
COOP:046162,NEWHALL S FC32CE CA US,378.9,34.3869,-118.5341,20090207 05:00,2.03
COOP:046162,NEWHALL S FC32CE CA US,378.9,34.3869,-118.5341,20090208 22:00,1.02
COOP:046162,NEWHALL S FC32CE CA US,378.9,34.3869,-118.5341,20090209 03:00,3.05
COOP:046162,NEWHALL S FC32CE CA US,378.9,34.3869,-118.5341,20090209 10:00,4.06
COOP:046162,NEWHALL S FC32CE CA US,378.9,34.3869,-118.5341,20090209 11:00,1.02
COOP:046162,NEWHALL S FC32CE CA US,378.9,34.3869,-118.5341,20090209 13:00,1.02
COOP:046162,NEWHALL S FC32CE CA US,378.9,34.3869,-118.5341,20090213 12:00,1.02
COOP:046162,NEWHALL S FC32CE CA US,378.9,34.3869,-118.5341,20090213 13:00,2.03
COOP:046162,NEWHALL S FC32CE CA US,378.9,34.3869,-118.5341,20090213 14:00,2.03
COOP:046162,NEWHALL S FC32CE CA US,378.9,34.3869,-118.5341,20090213 15:00,3.05
COOP:046162,NEWHALL S FC32CE CA US,378.9,34.3869,-118.5341,20090216 04:00,3.05
COOP:046162,NEWHALL S FC32CE CA US,378.9,34.3869,-118.5341,20090216 05:00,5.84
COOP:046162,NEWHALL S FC32CE CA US,378.9,34.3869,-118.5341,20090216 06:00,4.06
COOP:046162,NEWHALL S FC32CE CA US,378.9,34.3869,-118.5341,20090216 07:00,4.83
COOP:046162,NEWHALL S FC32CE CA US,378.9,34.3869,-118.5341,20090216 08:00,6.86
COOP:046162,NEWHALL S FC32CE CA US,378.9,34.3869,-118.5341,20090216 09:00,2.03
